   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         48.1         48.1         48.2         48.3         48.5         48.7         49.2         50.7        152.1       5595.2       5832.5
         237         49.4         49.5         49.6         49.7         50.0         50.4         51.0         52.4       4037.3       5644.5       5865.3
         562         51.9         52.0         52.2         52.3         52.6         53.2         53.8         55.4        131.2       5462.0       5783.4
        1332         64.5         64.7         65.1         65.5         66.1         66.7         67.8         69.3       4136.2       5595.4       5819.3
        3158         88.2         88.3         88.4         88.5         88.7         88.9         89.3         90.4        174.7       5376.5       5823.4
        7488        169.2        169.3        169.5        169.6        169.8        170.0        170.3        170.7        267.3       5340.2       5793.5
       17756        394.2        398.9        402.1        404.7        408.5        411.5        416.1       2998.3       4097.1       5547.8       5958.1
       42106        815.3        815.9        816.8        817.6        819.3        822.4        833.4       3901.5       4447.4       5931.1       6071.8
       99849       2002.7       2006.1       2011.2       2017.4       2028.2       2045.4       3961.5       4130.5       6027.7       6118.8       7891.7
