   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         12.0         12.0         12.1         12.1         12.2         12.2         12.3         12.5         12.5         12.6         12.7
         237         12.3         12.3         12.4         12.4         12.4         12.5         12.6         12.8         12.9         13.0         13.3
         562         13.1         13.1         13.2         13.2         13.2         13.3         13.5         13.6         13.7         13.8         14.0
        1332         18.4         18.4         18.4         18.5         18.5         18.6         18.7         18.8         19.0         19.1         19.4
        3158         28.4         28.4         28.4         28.5         28.5         28.6         28.7         28.9         29.0         29.3         29.5
        7488         51.1         51.2         51.3         51.4         51.5         51.7         51.8         52.0         52.1         52.5         52.9
       17756        116.3        116.4        116.5        116.6        116.8        117.1        117.2        117.4        117.6        117.8        120.6
       42106        233.9        233.9        234.0        234.1        234.3        234.6        235.1        235.7        236.6        238.0        240.6
       99849        568.5        574.3        576.2        576.3        576.5        576.7        576.9        577.2        577.5        580.0        583.0
