   MultiSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
           1         18.8         18.8         18.9         18.9         19.0         19.1         19.4         21.0         21.2         21.4         21.5
           2         19.8         19.8         19.9         19.9         20.0         20.1         20.4         22.0         22.1         22.3         22.5
           4         20.7         20.7         20.8         20.8         20.9         21.0         21.4         22.9         23.1         23.3         23.5
           8         25.1         25.1         25.1         25.2         25.2         25.3         25.9         27.3         27.5         27.7         28.8
          16         31.5         31.5         31.6         31.7         31.8         32.0         33.5         33.8         34.0         35.5         35.8
          32         36.2         36.2         36.3         36.4         36.5         36.7         37.6         38.6         38.8         39.7         40.5
          64         45.2         45.3         45.4         45.6         45.8         46.3         47.1         47.9         48.3         49.0         49.5
         128         61.7         61.8         62.1         62.3         62.8         63.4         64.2         65.1         65.7         66.4         67.0
