   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         25.4         25.4         25.5         25.5         25.6         25.8         26.3         27.0         27.2         27.6         28.7
         237         26.3         26.3         26.4         26.4         26.5         26.7         27.4         27.8         28.1         28.5         29.7
         562         29.0         29.0         29.1         29.1         29.2         29.4         29.7         30.6         30.8         31.3         31.6
        1332         39.5         39.6         39.7         39.8         40.1         40.5         40.9         41.5         41.8         42.2         43.3
        3158         62.3         62.4         62.6         62.8         63.4         64.1         64.5         65.0         65.3         65.8         68.4
        7488        114.0        114.0        114.1        114.2        114.5        115.1        115.8        116.5        117.0        117.8        121.6
       17756        249.3        249.8        250.3        250.7        251.6        252.5        253.3        254.4        255.1        256.4        259.6
       42106        549.3        550.1        551.2        551.9        552.4        553.0        553.9        554.8        555.5        559.5        578.2
       99849       1295.7       1300.2       1305.1       1306.1       1308.4       1312.4       1315.9       1319.9       1326.7       1333.6       1368.3
