   MultiSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
           1         18.8         18.8         18.9         18.9         19.0         19.1         19.3         21.0         21.2         21.3         21.5
           2         18.7         18.7         18.8         18.8         18.9         19.0         19.4         20.6         20.7         20.9         21.1
           4         18.7         18.8         18.8         18.8         18.9         19.0         19.4         20.4         20.9         21.1         21.4
           8         22.3         22.3         22.3         22.4         22.5         22.6         22.8         23.7         24.1         24.3         25.1
          16         26.2         26.2         26.3         26.3         26.4         26.6         27.0         27.6         27.9         28.4         29.4
          32         42.7         42.8         42.9         43.0         43.2         43.8         44.1         44.8         45.5         46.3         49.2
          64         52.4         52.5         52.6         52.7         53.0         53.6         54.1         54.8         55.8         57.0         98.7
         128         70.8         70.8         71.0         71.3         71.9         72.8         74.1         75.8         76.9         79.1        115.9
