   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         15.4         15.5         15.5         15.5         15.6         15.7         15.8         15.9         16.1         16.3         17.4
         237         15.6         15.6         15.7         15.7         15.8         15.9         16.0         16.1         16.2         16.4         17.6
         562         16.5         16.5         16.5         16.6         16.6         16.7         16.8         16.9         17.0         17.2         18.2
        1332         23.5         23.5         23.6         23.6         23.7         23.8         23.8         24.0         24.2         24.3         24.6
        3158         38.0         38.0         38.0         38.1         38.1         38.2         38.4         38.6         38.9         39.1         39.5
        7488         71.8         71.8         71.9         72.0         72.1         72.3         72.5         72.7         72.9         73.4         75.6
       17756        170.1        171.3        171.4        171.5        171.6        171.8        172.0        172.5        173.6        174.1        175.8
       42106        342.9        345.1        345.4        345.5        345.7        345.9        346.2        346.6        347.0        349.1        352.0
       99849        851.3        851.9        856.5        859.5        859.8        860.0        860.3        860.7        861.4        863.5        866.1
