   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         39.2         39.2         39.6         40.0         40.2         40.4         40.6         41.2         42.8       5023.4       5619.1
         237         40.3         40.4         40.6         40.9         41.2         41.4         41.7         42.6         43.8       5167.3       5703.2
         562         41.9         41.9         42.0         42.2         42.6         42.9         43.4         44.8         45.9       5050.8       5610.5
        1332         51.7         51.8         51.9         52.0         52.2         52.6         54.2         55.5         57.3       5154.5       5643.4
        3158         70.4         70.4         70.5         70.6         70.7         70.8         71.1         71.5         73.2       5002.1       5569.2
        7488        133.2        133.3        133.4        133.5        133.6        133.8        134.0        134.4        135.8       4768.7       5455.5
       17756        298.6        299.3        300.5        302.1        309.7        313.0        316.9        326.6       3392.3       4772.1       5511.9
       42106        635.2        635.6        636.2        636.6        637.3        639.0        641.2       2894.3       4032.5       5391.9       5949.5
       99849       1532.1       1536.4       1540.9       1544.1       1548.4       1554.9       2825.2       4355.8       4870.6       6084.8       6601.0
