   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100          8.9          8.9          9.0          9.0          9.1          9.1          9.2          9.4          9.5          9.6          9.9
         237          9.2          9.2          9.3          9.3          9.3          9.4          9.5          9.7          9.8          9.9         10.0
         562          9.9         10.0         10.0         10.0         10.0         10.1         10.2         10.4         10.5         10.6         10.6
        1332         13.4         13.4         13.4         13.4         13.5         13.5         13.6         13.7         13.9         14.0         14.0
        3158         18.3         18.4         18.4         18.4         18.4         18.5         18.6         18.9         19.0         19.3         19.5
        7488         29.8         29.8         29.8         29.9         30.0         30.3         30.4         30.6         30.8         30.9         31.1
       17756         60.4         60.5         60.5         60.6         60.6         60.7         60.9         61.1         61.2         61.4         61.6
       42106        122.2        122.2        122.4        123.2        123.6        124.5        125.4        125.7        125.9        126.5        127.5
       99849        291.6        292.0        292.1        292.2        292.3        292.5        292.6        292.8        292.9        293.5        296.0
