   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         21.8         21.8         21.8         21.9         21.9         22.0         22.3         23.0         23.8         24.0         24.5
         237         22.3         22.3         22.4         22.4         22.5         22.6         23.0         24.1         24.5         24.6         25.5
         562         23.2         23.2         23.3         23.3         23.5         23.7         24.5         25.3         25.4         25.6         26.5
        1332         29.9         29.9         30.0         30.0         30.1         30.3         31.0         31.4         31.8         32.2         32.4
        3158         42.9         43.0         43.0         43.1         43.2         43.3         43.6         44.0         44.3         44.8         45.3
        7488         72.9         72.9         73.0         73.1         73.2         73.3         73.7         74.1         74.5         74.8         77.0
       17756        160.9        161.1        161.3        161.4        161.6        161.8        162.1        162.8        163.3        165.1        170.9
       42106        317.1        317.4        317.8        318.3        318.9        319.7        320.6        321.5        322.2        325.4        330.7
       99849        769.2        770.4        773.0        773.8        774.3        774.8        775.3        776.2        777.0        780.3        782.7
