   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         23.0         23.1         23.2         23.2         23.4         23.6         23.9         24.5         25.2         25.6         26.9
         237         23.7         23.8         24.0         24.6         24.8         24.9         25.0         25.2         25.3         25.6         27.2
         562         25.3         25.4         25.6         25.9         26.2         26.4         26.5         26.7         26.8         27.2         28.9
        1332         32.9         33.0         33.1         33.1         33.3         33.6         34.5         35.0         35.5         36.4         39.0
        3158         54.7         54.7         54.7         54.8         54.8         54.9         55.0         55.2         55.4         55.7         59.0
        7488        106.1        106.2        106.2        106.3        106.4        106.5        106.6        106.8        107.0        107.2        112.4
       17756        245.4        247.4        251.7        253.7        254.3        256.5        257.4        261.8        263.3        265.2        266.3
       42106        519.0        519.1        519.2        519.3        519.5        519.9        520.7        521.7        522.4        524.4        527.5
       99849       1290.5       1292.8       1300.9       1312.1       1312.7       1313.1       1313.8       1315.4       1316.8       1319.6       1367.4
