   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         22.1         22.1         22.2         22.3         22.5         22.7         23.0         23.2         23.3         23.6         25.5
         237         21.9         22.0         22.0         22.1         22.2         22.6         23.0         23.5         23.8         24.4         27.3
         562         23.3         23.3         23.4         23.4         23.5         23.6         23.9         24.6         25.0         25.4         26.2
        1332         30.3         30.4         30.5         30.5         30.7         30.8         31.1         31.6         31.9         32.3         34.6
        3158         51.4         51.4         51.5         51.5         51.6         51.7         51.8         52.0         52.2         52.5         56.1
        7488         99.3         99.4         99.4         99.5         99.6         99.7         99.9        100.1        100.2        100.6        112.8
       17756        227.2        232.5        234.0        235.9        236.2        238.7        239.2        241.7        244.6        247.2        247.6
       42106        481.8        482.0        482.3        482.8        484.0        488.0        489.3        490.2        491.0        492.3        495.0
       99849       1202.9       1208.2       1213.2       1224.1       1224.6       1225.1       1225.6       1227.7       1228.5       1231.2       1280.3
