   MultiSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
           1         15.0         15.0         15.1         15.1         15.2         15.2         15.4         15.6         15.9         17.3         17.5
           2         16.1         16.1         16.1         16.2         16.2         16.3         16.4         16.6         18.2         18.4         18.5
           4         17.7         17.8         17.8         17.9         17.9         18.0         18.1         18.4         20.0         20.2         20.3
           8         21.6         21.6         21.6         21.7         21.7         21.8         21.9         23.7         23.9         24.0         24.2
          16         29.1         29.1         29.2         29.2         29.3         29.4         29.6         31.4         31.5         31.8         33.3
          32         35.0         35.1         35.2         35.3         35.4         35.5         35.8         37.5         37.6         38.1         39.5
          64         43.6         43.7         43.9         44.0         44.3         45.0         45.8         46.5         47.0         47.7         48.2
         128         60.8         61.0         61.4         61.9         62.6         63.3         64.2         65.1         65.8         66.6         67.3
