   MultiSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
           1         84.9         85.0         85.2         85.4         86.9         87.5         87.9         89.3         89.8         90.2         91.1
           2         86.1         86.2         86.4         86.7         88.1         88.6         89.1         90.5         91.0         91.4         92.3
           4         88.4         88.5         88.6         88.9         90.4         90.9         91.3         92.8         93.2         93.6         94.7
           8         92.6         92.7         93.0         93.3         94.8         95.2         95.7         97.2         97.6         98.1         99.2
          16        101.6        101.8        102.0        103.2        103.9        104.3        105.2        106.3        106.7        107.8        108.5
          32         87.7         87.8         88.0         88.1         88.6         90.1         90.8         92.2         92.6         94.0         94.4
          64         74.8         74.9         75.2         75.4         75.8         76.4         78.0         79.4         80.7         82.0         82.9
         128         78.5         78.6         78.9         79.2         79.9         80.6         81.6         82.8         83.8         84.8         85.6
