   MultiSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
           1         14.6         14.6         14.6         14.7         14.7         14.8         14.8         15.1         15.3         16.8         16.9
           2         15.7         15.7         15.7         15.8         15.8         15.9         15.9         16.2         16.4         17.9         18.0
           4         17.7         17.8         17.8         17.8         17.9         17.9         18.0         18.3         19.9         20.1         20.2
           8         21.6         21.6         21.6         21.7         21.7         21.8         21.9         22.7         23.9         24.0         24.2
          16         28.6         28.6         28.7         28.7         28.8         28.9         29.1         30.9         31.0         31.3         32.0
          32         34.7         34.8         35.0         35.3         35.9         36.2         36.6         38.2         38.5         38.9         40.2
          64         43.4         43.5         43.6         43.8         44.1         44.7         45.4         46.2         46.8         47.4         48.0
         128         60.7         60.9         61.3         61.7         62.3         63.1         64.1         65.0         65.6         66.5         67.2
