   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         23.2         23.2         23.2         23.3         23.4         23.6         24.0         24.6         24.8         25.2         26.1
         237         24.0         24.1         24.1         24.2         24.3         24.5         25.1         25.5         25.8         26.1         27.3
         562         26.9         26.9         26.9         27.0         27.0         27.2         27.4         27.7         27.9         28.6         29.2
        1332         36.4         36.5         36.6         36.8         37.1         38.0         38.8         39.1         39.3         39.6         40.1
        3158         55.3         55.4         55.5         55.7         56.1         56.9         57.3         57.7         58.1         58.6         59.7
        7488         99.8         99.8         99.9        100.0        100.1        100.3        100.7        101.3        101.8        102.5        103.9
       17756        218.0        218.2        219.1        219.8        220.8        221.6        222.1        223.0        223.7        224.7        228.4
       42106        477.0        477.9        478.7        479.5        479.9        480.2        480.7        481.5        482.3        485.9        500.7
       99849       1109.9       1110.6       1113.3       1114.6       1116.5       1119.7       1126.3       1128.9       1131.1       1140.5       1165.6
