   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         30.4         30.5         30.8         31.0         32.0         32.1         32.2         32.4         32.5         32.9         37.7
         237         32.3         32.4         32.5         32.6         32.8         33.1         33.5         33.7         33.9         34.2         37.0
         562         34.2         34.3         34.3         34.4         34.7         35.3         35.9         36.0         36.2         36.7         39.8
        1332         56.0         56.1         56.2         56.3         56.4         56.6         57.1         58.4         58.6         59.2         68.5
        3158        102.8        102.8        102.9        103.0        103.2        103.4        103.8        104.1        104.3        105.6        115.0
        7488        213.1        213.1        213.2        213.2        213.3        213.5        213.7        214.0        214.9        215.7        217.1
       17756        484.1        484.4        484.9        485.5        487.6        490.1        493.6        495.4        497.3        499.8        504.5
       42106       1115.2       1118.3       1124.7       1126.0       1127.4       1130.6       1137.4       1141.0       1142.5       1144.5       1178.1
       99849       3292.5       3301.0       3317.1       3333.6       3341.3       3349.8       3354.5       3364.5       3433.7       3533.0       3554.8
