   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         13.1         13.1         13.2         13.2         13.3         13.4         13.5         13.6         13.7         13.8         14.0
         237         13.4         13.4         13.5         13.5         13.6         13.6         13.8         13.9         14.0         14.1         14.4
         562         14.2         14.2         14.3         14.3         14.4         14.5         14.6         14.7         14.8         15.0         15.3
        1332         20.2         20.2         20.2         20.2         20.3         20.3         20.4         20.6         20.8         20.9         21.2
        3158         31.4         31.5         31.5         31.5         31.6         31.6         31.8         32.0         32.3         32.5         32.7
        7488         57.8         57.9         57.9         58.1         58.2         58.4         58.5         58.8         59.0         59.4         60.2
       17756        134.4        134.5        134.7        134.8        135.1        135.4        135.6        135.8        136.0        136.4        140.4
       42106        270.7        270.8        270.9        271.0        271.2        271.4        271.8        272.4        273.0        274.6        277.3
       99849        667.2        668.6        670.2        670.4        670.7        670.9        671.1        671.5        671.8        673.9        676.7
