   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         30.0         30.1         30.2         30.3         30.4         30.5         30.6         30.7         30.8         31.2         35.7
         237         30.2         30.3         30.4         30.5         30.8         30.9         31.2         31.6         31.8         32.3         35.4
         562         31.9         31.9         32.0         32.4         32.5         32.6         32.8         33.0         33.1         33.7         36.9
        1332         50.6         50.6         50.7         50.7         50.8         50.9         51.1         51.6         51.9         52.4         57.4
        3158         93.6         93.6         93.8         94.1         94.3         94.5         94.8         95.0         95.4         96.7        108.8
        7488        193.4        193.6        193.8        193.9        194.0        194.2        194.4        194.8        195.9        196.3        197.5
       17756        441.3        444.0        444.8        445.2        446.2        448.1        450.2        451.1        451.6        452.9        457.5
       42106       1011.4       1012.8       1015.9       1016.4       1017.1       1018.6       1023.2       1026.1       1029.6       1035.2       1040.5
       99849       3003.6       3009.7       3030.1       3044.0       3051.4       3056.9       3083.2       3092.2       3097.3       3121.6       3173.6
