   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         14.6         14.7         14.7         14.7         14.8         14.8         14.9         15.1         15.3         16.9         17.0
         237         14.9         15.0         15.0         15.0         15.1         15.2         15.3         15.5         16.1         17.3         17.4
         562         15.7         15.7         15.8         15.8         15.9         15.9         16.0         16.4         17.9         18.1         18.2
        1332         17.9         18.0         18.0         18.0         18.1         18.2         18.4         20.2         20.3         20.5         20.6
        3158         20.0         20.0         20.0         20.0         20.1         20.2         20.7         22.2         22.3         22.5         22.7
        7488         24.1         24.1         24.2         24.2         24.4         26.2         26.3         26.4         26.6         26.8         28.2
       17756         47.5         47.6         47.6         47.7         47.9         48.3         50.0         50.3         50.5         50.9         52.1
       42106         89.6         89.8         90.1         91.4         91.8         92.3         93.9         94.3         94.6         95.8         96.4
       99849        203.1        204.1        204.8        205.5        207.1        208.8        209.5        210.4        211.4        212.2        213.5
