   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100          7.0          7.0          7.1          7.1          7.1          7.2          7.3          7.3          7.6          7.7          7.7
         237          7.2          7.2          7.2          7.3          7.3          7.4          7.4          7.5          7.7          7.8          7.9
         562          7.8          7.9          7.9          7.9          7.9          8.0          8.0          8.1          8.3          8.4          8.5
        1332          9.9          9.9          9.9          9.9         10.0         10.0         10.1         10.2         10.4         10.5         10.6
        3158         11.6         11.6         11.6         11.7         11.7         11.8         11.8         12.0         12.2         12.2         12.3
        7488         15.8         15.8         15.8         15.8         15.8         15.9         15.9         16.1         16.3         16.4         16.4
       17756         25.4         25.4         25.4         25.5         25.5         25.7         25.8         26.0         26.2         26.3         26.6
       42106         48.8         48.8         48.9         49.0         49.1         49.3         49.5         49.8         49.9         50.3         51.8
       99849        104.6        104.7        104.9        105.1        105.4        105.7        106.1        106.5        106.9        108.7        110.4
