   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         24.7         24.7         24.8         24.9         25.0         25.3         25.4         25.8         26.9         27.5         28.9
         237         25.4         25.5         25.5         25.6         26.1         27.1         27.4         27.6         28.3         29.2         29.7
         562         26.8         26.9         27.0         27.2         27.6         27.8         28.0         28.3         29.1         29.5         31.0
        1332         35.1         35.1         35.2         35.4         36.1         36.4         36.7         37.0         37.3         38.5         41.6
        3158         58.0         58.0         58.1         58.1         58.2         58.3         58.4         58.6         58.7         59.0         64.7
        7488        113.2        113.2        113.3        113.3        113.4        113.6        113.7        113.9        114.1        114.4        117.5
       17756        262.1        263.5        264.8        268.4        269.2        275.8        276.5        279.4        282.3        284.8        285.2
       42106        557.1        557.4        557.9        558.2        558.8        559.3        559.9        560.5        561.0        562.3        566.6
       99849       1379.2       1383.5       1391.7       1400.5       1401.1       1401.7       1402.5       1404.8       1406.0       1408.6       1456.6
