   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         10.0         10.0         10.1         10.1         10.2         10.2         10.3         10.4         10.5         10.7         10.8
         237         10.3         10.4         10.4         10.4         10.5         10.5         10.6         10.7         10.9         11.0         11.1
         562         11.1         11.1         11.2         11.2         11.2         11.3         11.4         11.6         11.7         11.8         11.9
        1332         15.1         15.2         15.2         15.2         15.3         15.3         15.4         15.4         15.5         15.8         16.0
        3158         21.7         21.8         21.8         21.8         21.9         21.9         22.0         22.2         22.4         22.7         22.8
        7488         37.0         37.1         37.1         37.2         37.4         37.5         37.6         37.7         37.8         38.0         38.3
       17756         78.8         78.8         78.9         78.9         79.0         79.1         79.3         79.5         79.6         79.8         80.0
       42106        159.5        159.6        159.7        159.8        160.5        161.0        161.9        162.2        163.0        163.4        165.4
       99849        386.5        386.8        386.9        387.0        387.1        387.3        387.5        387.7        388.3        390.4        408.1
