   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         19.9         19.9         19.9         20.0         20.1         20.3         21.1         21.3         21.4         21.6         22.4
         237         20.9         20.9         21.0         21.1         21.1         21.2         21.3         21.7         21.8         22.0         23.2
         562         21.9         21.9         22.0         22.2         22.4         22.5         22.6         22.9         23.3         23.6         24.3
        1332         29.0         29.1         29.2         29.4         29.6         29.8         30.1         30.3         30.5         30.8         33.1
        3158         48.0         48.0         48.1         48.1         48.2         48.3         48.5         48.7         48.8         49.1         51.3
        7488         92.4         92.4         92.5         92.5         92.6         92.7         92.9         93.2         93.3         94.1         96.5
       17756        211.9        217.0        220.7        221.0        221.4        221.9        223.8        226.8        227.5        229.7        230.5
       42106        446.6        447.7        451.5        453.1        453.7        454.4        454.9        455.8        460.5        462.9        511.6
       99849       1117.3       1120.9       1128.0       1134.7       1135.9       1137.0       1137.8       1139.5       1140.8       1143.8       1195.3
