   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         20.4         20.4         20.4         20.5         20.5         20.7         20.9         21.6         22.1         22.3         22.8
         237         21.2         21.2         21.2         21.3         21.4         21.5         21.9         22.7         23.1         23.3         23.6
         562         22.6         22.6         22.6         22.7         22.7         23.0         23.8         24.5         24.7         25.0         25.8
        1332         28.5         28.6         28.6         28.7         28.8         29.0         30.5         30.9         31.0         31.3         31.5
        3158         40.2         40.2         40.3         40.3         40.4         41.1         42.5         42.9         43.1         43.3         43.5
        7488         66.7         66.7         66.7         66.8         66.8         66.9         67.0         67.3         67.4         67.6         68.5
       17756        148.3        148.8        150.7        152.7        153.4        155.3        156.4        157.9        158.6        160.1        161.2
       42106        313.7        314.9        316.2        317.4        320.5        322.3        325.1        330.8        332.7        336.6        338.2
       99849        744.0        747.6        749.4        750.7        752.6        755.0        766.7        780.5        782.4        784.4        793.3
