   MultiSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
           1         21.7         21.7         21.8         21.8         21.9         22.1         23.8         23.9         24.0         24.2         24.4
           2         22.2         22.2         22.3         22.4         22.5         22.6         22.9         23.1         23.4         24.1         24.5
           4         22.9         23.0         23.0         23.1         23.1         23.3         23.8         24.1         24.4         24.8         25.6
           8         24.0         24.1         24.1         24.1         24.2         24.5         25.0         25.9         26.1         26.4         26.9
          16         27.7         27.8         27.8         27.9         28.0         28.3         29.0         29.6         29.8         30.1         31.0
          32         44.3         44.4         44.7         44.8         45.0         45.5         45.9         46.4         47.2         48.1         51.1
          64         53.7         53.8         54.0         54.1         54.4         55.0         55.6         56.3         56.9         58.0         64.2
         128         72.3         72.4         72.7         72.9         73.5         74.2         75.1         76.0         76.9         79.1        127.1
