   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         28.5         28.5         28.6         28.6         28.7         28.9         29.3         30.3         30.5         30.9         34.5
         237         30.0         30.1         30.2         30.4         30.5         30.6         30.8         31.2         31.4         31.7         34.4
         562         31.8         31.9         31.9         32.0         32.1         32.2         32.4         32.8         34.2         34.7         37.1
        1332         47.8         47.9         48.0         48.1         48.3         48.6         49.0         49.3         49.5         50.0         55.9
        3158         87.8         87.9         88.0         88.0         88.1         88.3         88.5         88.9         89.2         90.2        105.0
        7488        180.3        180.4        180.4        180.5        180.6        180.7        181.0        181.4        181.7        182.2        184.0
       17756        415.0        416.3        418.9        419.2        419.9        420.3        420.7        421.5        421.9        424.4        428.2
       42106        939.2        940.5        943.9        944.5        945.0        945.4        946.0        946.8        947.5        950.5        959.6
       99849       2246.5       2253.6       2266.1       2279.1       2291.2       2295.7       2298.1       2300.2       2302.1       2307.5       2354.1
