   ValueSize          1th          2th          5th         10th         25th         50th         75th         90th         95th         98th         99th
         100         16.1         16.1         16.1         16.1         16.2         16.3         16.4         16.6         18.2         18.4         18.5
         237         16.8         16.8         16.8         16.9         16.9         17.0         17.1         17.4         19.0         19.2         19.3
         562         18.2         18.2         18.2         18.3         18.3         18.4         18.6         20.4         20.5         20.7         20.9
        1332         20.9         20.9         20.9         20.9         21.0         21.1         22.8         23.1         23.2         23.3         23.6
        3158         24.2         24.3         24.3         24.4         24.5         26.2         26.4         26.6         26.7         26.9         28.4
        7488         40.8         40.8         40.9         41.0         41.2         42.9         43.3         45.1         45.3         45.6         45.8
       17756         82.9         83.0         83.1         83.3         85.0         85.4         85.8         86.7         87.6         88.1         88.7
       42106        173.4        173.7        175.0        175.6        177.2        178.1        179.7        181.1        182.1        183.0        184.1
       99849        395.6        396.4        397.8        398.9        400.7        402.7        404.6        406.3        407.4        409.0        411.0
